DBR,usia,jeniskelamin,marital_status,duration_job,pekerjaan,pendidikan,status
0.193790793,24,pria,menikah,11,Karyawan Swasta,<= SMA,0
0.21171755,29,pria,single,8,PNS,Lainnya,1
0.223231401,38,pria,menikah,9,PNS,Sarjana,1
0.256457408,27,pria,menikah,4,Wirausaha,Sarjana,0
0.2532505,27,pria,menikah,14,PNS,Sarjana,1
0.254651653,27,pria,menikah,5,Wirausaha,Sarjana,0
0.29969574,32,wanita,lainnya,10,Wirausaha,Sarjana,1
0.265127409,29,wanita,menikah,10,Wirausaha,Sarjana,0
0.236096764,28,pria,single,11,Karyawan Swasta,Sarjana,1
0.216442855,28,pria,menikah,15,Karyawan Swasta,Sarjana,1
0.227065025,29,wanita,lainnya,9,PNS,Pascasarjana,0
0.25004037,37,wanita,single,21,Wirausaha,Sarjana,1
0.202164418,26,pria,menikah,6,PNS,Sarjana,0
0.246829954,34,pria,menikah,8,Karyawan Swasta,Sarjana,0
0.242934314,39,pria,lainnya,6,PNS,Pascasarjana,1
0.19727469,32,pria,single,8,Wirausaha,Sarjana,1
0.192187392,33,pria,single,10,Wirausaha,Pascasarjana,1
0.251475846,28,pria,menikah,4,Wirausaha,Sarjana,0
0.194853877,39,pria,single,12,Karyawan Swasta,Sarjana,1
0.234206644,36,pria,menikah,5,Wirausaha,Sarjana,1
0.25521119,34,pria,single,6,Wirausaha,<= SMA,0
0.182801513,43,pria,menikah,15,Lainnya,Sarjana,1
0.242906763,36,pria,single,11,Karyawan Swasta,Pascasarjana,1
0.265112976,26,pria,single,8,Wirausaha,Sarjana,1
0.207039799,30,pria,menikah,2,Wirausaha,Pascasarjana,0
0.290900591,33,wanita,single,7,Lainnya,Sarjana,1
0.274167875,26,pria,menikah,6,Wirausaha,Sarjana,0
0.286078157,29,pria,single,4,Karyawan Swasta,<= SMA,0
0.271226162,39,pria,menikah,11,Wirausaha,Sarjana,1
0.279407244,44,pria,single,27,Wirausaha,Pascasarjana,1
0.212727994,39,wanita,menikah,7,Lainnya,<= SMA,1
0.229228459,26,pria,single,13,Lainnya,<= SMA,1
0.22600114,27,pria,menikah,11,Karyawan Swasta,<= SMA,0
0.187734962,36,pria,lainnya,5,Wirausaha,Sarjana,1
0.230661121,31,pria,menikah,10,Karyawan Swasta,<= SMA,0
0.203647776,36,pria,menikah,10,PNS,<= SMA,1
0.234813998,45,wanita,menikah,9,Wirausaha,<= SMA,0
0.212206535,30,wanita,single,3,PNS,Sarjana,1
0.201848888,28,pria,menikah,6,Wirausaha,Sarjana,1
0.258845386,27,wanita,menikah,22,Karyawan Swasta,Pascasarjana,1
0.231168507,30,pria,single,7,Lainnya,Sarjana,1
0.213086346,27,pria,menikah,16,Karyawan Swasta,<= SMA,0
0.223447421,41,wanita,single,8,Karyawan Swasta,Sarjana,1
0.257892254,29,wanita,menikah,11,Lainnya,<= SMA,0
0.207501193,35,pria,menikah,13,Karyawan Swasta,Sarjana,1
0.205190696,25,pria,menikah,7,PNS,Sarjana,0
0.24056969,32,pria,menikah,2,Karyawan Swasta,Sarjana,0
0.210770947,32,pria,menikah,9,Wirausaha,Sarjana,0
0.211750913,38,wanita,menikah,6,Wirausaha,Sarjana,1
0.215375661,30,pria,menikah,7,Lainnya,Pascasarjana,0
0.231508612,28,pria,single,12,PNS,Lainnya,1
0.25238145,35,pria,menikah,13,PNS,<= SMA,1
0.226648289,27,pria,menikah,7,Wirausaha,Sarjana,1
0.264156184,40,wanita,menikah,11,Karyawan Swasta,<= SMA,1
0.214094827,32,wanita,menikah,16,PNS,<= SMA,0
0.23737853,33,wanita,single,10,Wirausaha,Sarjana,1
0.27135383,38,pria,menikah,10,Lainnya,<= SMA,1
0.235762291,29,pria,menikah,15,Lainnya,Lainnya,1
0.215366332,26,pria,menikah,16,PNS,Sarjana,1
0.189836429,34,pria,lainnya,11,Lainnya,Sarjana,1
0.299347661,36,pria,menikah,11,Lainnya,<= SMA,1
0.213945598,27,pria,single,6,Wirausaha,Pascasarjana,1
0.195939621,35,pria,menikah,17,Wirausaha,Sarjana,1
0.257458417,36,wanita,menikah,12,Wirausaha,Sarjana,1
0.237436121,31,pria,menikah,10,Wirausaha,Sarjana,1
0.256614049,48,pria,menikah,13,PNS,Sarjana,1
0.249618559,31,wanita,menikah,10,Wirausaha,Sarjana,1
0.251800629,33,pria,lainnya,7,PNS,Pascasarjana,0
0.3,46,wanita,menikah,9,Karyawan Swasta,<= SMA,0
0.257742869,44,wanita,single,4,Karyawan Swasta,Sarjana,1
0.254536217,37,pria,menikah,8,Karyawan Swasta,<= SMA,0
0.23723009,47,pria,single,15,Karyawan Swasta,Sarjana,1
0.181391918,26,pria,menikah,4,PNS,Lainnya,0
0.291481607,44,pria,single,8,Lainnya,<= SMA,1
0.21220734,47,pria,menikah,9,Lainnya,Sarjana,1
0.210009292,27,pria,single,11,Karyawan Swasta,<= SMA,1
0.23725598,29,pria,single,7,Wirausaha,Sarjana,1
0.251223278,32,wanita,menikah,9,Karyawan Swasta,Sarjana,0
0.248251629,36,wanita,menikah,15,PNS,Sarjana,1
0.205658165,44,pria,menikah,7,Wirausaha,<= SMA,1
0.234633788,32,pria,menikah,10,Karyawan Swasta,Pascasarjana,1
0.250389608,29,wanita,menikah,11,Lainnya,<= SMA,0
0.234042291,30,pria,single,18,Karyawan Swasta,Sarjana,1
0.205435595,37,wanita,single,5,Wirausaha,Pascasarjana,1
0.203090764,43,pria,menikah,10,Karyawan Swasta,Sarjana,1
0.246349717,28,pria,single,15,Karyawan Swasta,Pascasarjana,1
0.238409109,28,wanita,menikah,4,PNS,<= SMA,0
0.211269892,34,pria,single,9,Karyawan Swasta,Sarjana,1
0.235622154,23,pria,single,24,PNS,Sarjana,1
0.282495677,25,pria,lainnya,10,Lainnya,Sarjana,0
0.227036028,41,pria,menikah,17,Wirausaha,<= SMA,1
0.190949834,39,wanita,menikah,9,PNS,Lainnya,1
0.283404679,34,pria,lainnya,21,Lainnya,<= SMA,0
0.221163566,51,wanita,menikah,6,Lainnya,Sarjana,1
0.248437779,34,pria,menikah,18,Karyawan Swasta,<= SMA,0
0.244115383,34,pria,lainnya,5,Karyawan Swasta,Pascasarjana,0
0.199716974,42,pria,menikah,3,Lainnya,<= SMA,1
0.216108283,41,pria,menikah,4,Wirausaha,<= SMA,1
0.229129549,35,wanita,single,15,PNS,Sarjana,1
0.264219149,27,pria,menikah,15,Karyawan Swasta,Sarjana,1
0.251449341,31,wanita,single,12,Wirausaha,<= SMA,1
0.187062066,29,wanita,single,15,Karyawan Swasta,Sarjana,1
0.214788736,34,wanita,lainnya,13,PNS,Pascasarjana,1
0.249529934,30,wanita,menikah,7,PNS,Sarjana,0
0.229806603,32,wanita,single,6,Wirausaha,<= SMA,0
0.262082587,31,wanita,menikah,4,Wirausaha,Sarjana,0
0.173674411,45,pria,single,14,Karyawan Swasta,Pascasarjana,1
0.218457177,25,pria,single,14,Karyawan Swasta,<= SMA,1
0.229351755,33,pria,menikah,21,Wirausaha,Sarjana,1
0.239811983,37,wanita,single,10,Lainnya,Sarjana,1
0.246391284,21,wanita,menikah,4,Wirausaha,Sarjana,0
0.250098637,36,pria,menikah,5,PNS,Lainnya,1
0.227968014,23,pria,menikah,4,Karyawan Swasta,Sarjana,1
0.19505048,32,pria,menikah,10,Lainnya,Pascasarjana,1
0.184713146,27,wanita,menikah,8,Karyawan Swasta,Sarjana,0
0.244569003,34,wanita,menikah,9,PNS,Sarjana,0
0.188774932,32,pria,single,18,Wirausaha,Sarjana,1
0.298284238,45,pria,menikah,10,PNS,Sarjana,1
0.241933232,38,pria,single,9,Karyawan Swasta,<= SMA,1
0.22099642,33,pria,menikah,16,Wirausaha,<= SMA,1
0.246413011,37,pria,menikah,9,Wirausaha,<= SMA,0
0.272431025,36,wanita,menikah,8,PNS,Pascasarjana,1
0.235979941,24,pria,menikah,7,Wirausaha,Pascasarjana,0
0.2281704,38,pria,single,7,Karyawan Swasta,<= SMA,1
0.174486689,33,wanita,menikah,20,Karyawan Swasta,<= SMA,1
0.216212292,27,pria,menikah,11,Karyawan Swasta,Sarjana,1
0.217888874,30,pria,menikah,12,PNS,<= SMA,0
0.205109919,28,wanita,single,5,Karyawan Swasta,Sarjana,1
0.231878803,36,pria,menikah,9,Karyawan Swasta,Sarjana,1
0.229265696,25,wanita,lainnya,5,PNS,Sarjana,0
0.218896051,32,pria,single,10,Karyawan Swasta,Sarjana,1
0.204370776,37,wanita,menikah,2,Wirausaha,Sarjana,1
0.231170065,34,pria,menikah,12,PNS,Sarjana,1
0.201745582,41,pria,single,12,Karyawan Swasta,Sarjana,1
0.215199274,37,wanita,menikah,10,Lainnya,Sarjana,1
0.254851757,27,wanita,menikah,20,Lainnya,<= SMA,0
0.230148112,27,pria,menikah,8,Wirausaha,Sarjana,1
0.252124693,51,pria,menikah,18,Karyawan Swasta,Sarjana,1
0.232677069,31,wanita,menikah,8,Lainnya,Lainnya,0
0.248947092,26,wanita,menikah,11,Lainnya,<= SMA,0
0.239026651,37,wanita,single,8,Karyawan Swasta,Pascasarjana,1
0.216549079,30,wanita,menikah,12,PNS,<= SMA,0
0.225950405,32,wanita,single,6,Wirausaha,Sarjana,1
0.218887934,37,pria,menikah,12,Lainnya,<= SMA,1
0.218707609,29,pria,single,10,PNS,Sarjana,1
0.203620037,30,pria,menikah,9,Karyawan Swasta,<= SMA,0
0.177265572,29,wanita,menikah,11,PNS,Lainnya,1
0.244783566,26,wanita,menikah,6,PNS,<= SMA,0
0.203186544,33,pria,menikah,4,PNS,Sarjana,0
0.231237663,32,pria,menikah,23,Wirausaha,Sarjana,1
0.244027407,32,pria,menikah,8,PNS,Sarjana,0
0.269014174,35,wanita,single,7,PNS,<= SMA,1
0.211374008,27,wanita,menikah,9,Wirausaha,Sarjana,0
0.226017391,36,pria,menikah,12,PNS,Sarjana,1
0.238258128,29,wanita,menikah,4,PNS,Pascasarjana,0
0.3,32,pria,menikah,16,Lainnya,<= SMA,0
0.260373574,49,wanita,menikah,13,Lainnya,Sarjana,1
0.246717914,32,pria,menikah,8,PNS,Sarjana,1
0.29153474,41,pria,menikah,8,Karyawan Swasta,<= SMA,1
0.222795152,42,pria,lainnya,6,PNS,Sarjana,1
0.234080875,35,pria,single,9,Wirausaha,Sarjana,1
0.27351838,27,pria,lainnya,8,Lainnya,<= SMA,0
0.188155014,24,pria,lainnya,4,Karyawan Swasta,Pascasarjana,0
0.26096373,40,wanita,menikah,5,Wirausaha,Pascasarjana,1
0.202540394,40,pria,single,11,Wirausaha,Sarjana,1
0.231709597,34,pria,single,2,Karyawan Swasta,<= SMA,1
0.3,32,pria,single,2,Karyawan Swasta,Sarjana,1
0.261271992,30,pria,lainnya,10,Karyawan Swasta,Lainnya,1
0.204145062,43,wanita,menikah,5,Karyawan Swasta,Pascasarjana,1
0.248625761,31,wanita,single,15,Karyawan Swasta,Lainnya,1
0.271037941,22,wanita,menikah,4,Lainnya,Sarjana,0
0.3,37,wanita,menikah,20,Wirausaha,Sarjana,1
0.227803803,45,pria,menikah,6,PNS,Pascasarjana,0
0.20855714,39,wanita,menikah,11,PNS,Sarjana,1
0.203577915,44,pria,menikah,15,Karyawan Swasta,Pascasarjana,1
0.237557041,43,pria,single,12,Lainnya,Sarjana,1
0.255421731,31,pria,lainnya,12,Karyawan Swasta,<= SMA,0
0.237298791,29,pria,menikah,7,Karyawan Swasta,Pascasarjana,0
0.209955899,32,wanita,menikah,11,Lainnya,<= SMA,0
0.243587928,28,wanita,menikah,14,Karyawan Swasta,Sarjana,1
0.216813033,34,pria,lainnya,20,PNS,<= SMA,0
0.223845645,35,wanita,menikah,11,Karyawan Swasta,Sarjana,1
0.211082614,35,pria,single,6,PNS,Sarjana,1
0.251562515,35,pria,menikah,5,Lainnya,Pascasarjana,0
0.22970468,37,pria,single,7,Wirausaha,Sarjana,1
0.225886885,28,pria,menikah,6,Wirausaha,<= SMA,0
0.249329749,26,wanita,menikah,15,Karyawan Swasta,Lainnya,1
0.276294652,29,wanita,menikah,6,Wirausaha,Sarjana,0
0.239972565,26,pria,menikah,14,PNS,Pascasarjana,1
0.2165397,39,pria,menikah,13,Lainnya,Sarjana,1
0.246927066,27,pria,menikah,9,Karyawan Swasta,Sarjana,0
0.252678176,35,pria,single,6,Lainnya,<= SMA,1
0.210745923,29,pria,single,6,Wirausaha,Sarjana,1
0.278491842,44,pria,menikah,5,Karyawan Swasta,Sarjana,1
0.27071835,33,pria,single,6,PNS,Sarjana,1
0.236632031,32,pria,menikah,7,Wirausaha,Sarjana,0
0.222719986,32,pria,menikah,8,Wirausaha,Pascasarjana,1
0.251819903,31,wanita,menikah,4,Lainnya,Sarjana,0
0.210887817,50,wanita,single,26,Lainnya,Sarjana,1
0.229042889,33,pria,menikah,6,Karyawan Swasta,Pascasarjana,0
0.223249262,35,wanita,menikah,11,Karyawan Swasta,Lainnya,1
0.220345777,36,pria,single,9,Karyawan Swasta,<= SMA,1
0.253090025,30,pria,menikah,11,Karyawan Swasta,Pascasarjana,1
0.216017142,38,wanita,menikah,7,Lainnya,Sarjana,1
0.224128699,36,wanita,menikah,13,Karyawan Swasta,Pascasarjana,1
0.22863285,32,pria,single,4,Karyawan Swasta,Sarjana,1
0.260395609,35,pria,menikah,10,Karyawan Swasta,<= SMA,1
0.253801874,33,pria,lainnya,6,Lainnya,<= SMA,0
0.290871766,34,pria,menikah,27,Lainnya,Lainnya,0
0.233727143,43,pria,single,16,Lainnya,Lainnya,1
0.224184278,31,wanita,single,8,PNS,Lainnya,1
0.239808162,27,wanita,menikah,17,Wirausaha,<= SMA,0
0.239936513,32,wanita,single,17,PNS,Sarjana,1
0.202433327,36,wanita,single,4,PNS,Sarjana,1
0.260922867,25,wanita,single,9,Lainnya,<= SMA,0
0.198771435,37,pria,single,3,Wirausaha,Lainnya,1
0.224478879,36,pria,single,12,Karyawan Swasta,<= SMA,1
0.164728689,33,pria,single,6,Wirausaha,Sarjana,1
0.226759614,32,pria,menikah,16,Wirausaha,<= SMA,0
0.250270149,31,pria,menikah,12,Karyawan Swasta,<= SMA,0
0.230764169,43,pria,menikah,5,Karyawan Swasta,Lainnya,1
0.186627434,27,pria,menikah,7,Karyawan Swasta,Sarjana,0
0.280550288,32,pria,menikah,18,PNS,<= SMA,1
0.219490434,29,pria,single,12,Wirausaha,Sarjana,1
0.196844946,34,pria,menikah,15,Karyawan Swasta,Pascasarjana,1
0.188030585,40,pria,menikah,11,Wirausaha,Lainnya,1
0.22274051,35,wanita,menikah,5,Karyawan Swasta,Lainnya,1
0.228798758,30,pria,lainnya,8,Lainnya,Sarjana,1
0.231080663,35,pria,single,17,Lainnya,<= SMA,1
0.222108157,32,pria,lainnya,12,PNS,Sarjana,1
0.25915649,41,pria,menikah,13,Karyawan Swasta,<= SMA,1
0.223537268,35,pria,menikah,10,PNS,<= SMA,1
0.288280836,34,wanita,menikah,8,Karyawan Swasta,Lainnya,0
0.237616112,30,pria,menikah,4,Lainnya,Lainnya,0
0.254235872,30,pria,menikah,8,Karyawan Swasta,<= SMA,0
0.267237112,34,pria,menikah,9,Lainnya,Sarjana,0
0.227508023,42,pria,menikah,6,Lainnya,<= SMA,1
0.247416325,38,pria,menikah,4,Wirausaha,<= SMA,1
0.256933723,27,pria,menikah,14,Karyawan Swasta,Pascasarjana,0
0.212123782,51,pria,menikah,10,Wirausaha,Lainnya,1
0.218809195,28,pria,single,9,Lainnya,Sarjana,1
0.252538779,33,pria,single,5,Wirausaha,Sarjana,1
0.237024757,35,pria,menikah,5,PNS,Sarjana,1
0.222043567,38,pria,menikah,9,Wirausaha,Sarjana,1
0.25485215,32,pria,single,10,Karyawan Swasta,Sarjana,1
0.274410706,45,pria,menikah,3,PNS,<= SMA,0
0.199376377,33,pria,menikah,5,Wirausaha,<= SMA,0
0.22117781,24,pria,single,10,Wirausaha,Sarjana,1
0.226023022,36,wanita,single,13,Karyawan Swasta,Sarjana,1
0.221581536,32,pria,menikah,14,Wirausaha,Sarjana,1
0.224679677,31,pria,menikah,10,Karyawan Swasta,<= SMA,0
0.231024184,37,wanita,menikah,10,Wirausaha,Sarjana,1
0.220544612,42,wanita,menikah,10,Wirausaha,Sarjana,1
0.19789516,38,pria,single,9,Karyawan Swasta,Sarjana,1
0.218350155,36,pria,menikah,17,PNS,Pascasarjana,1
0.244873534,29,pria,menikah,13,Karyawan Swasta,Sarjana,1
0.260096362,29,pria,single,3,Lainnya,<= SMA,0
0.21974162,25,pria,menikah,18,PNS,Pascasarjana,1
0.231739601,35,pria,single,10,Lainnya,Sarjana,1
0.206470516,36,pria,menikah,6,Karyawan Swasta,<= SMA,1
0.293299405,32,pria,menikah,8,Lainnya,Sarjana,0
0.235103158,43,wanita,single,10,Karyawan Swasta,<= SMA,1
0.172408002,32,wanita,menikah,12,Wirausaha,Sarjana,1
0.210276334,34,wanita,single,7,Karyawan Swasta,<= SMA,0
0.233872187,42,wanita,single,14,Karyawan Swasta,Sarjana,1
0.269230421,52,wanita,single,10,Wirausaha,<= SMA,1
0.282028285,33,pria,menikah,5,Wirausaha,<= SMA,0
0.3,31,wanita,menikah,10,Karyawan Swasta,Sarjana,1
0.28143757,47,wanita,menikah,3,Karyawan Swasta,Pascasarjana,0
0.235169457,37,wanita,single,10,Lainnya,Sarjana,1
0.189087106,32,pria,menikah,11,Lainnya,Lainnya,1
0.231106574,32,pria,single,6,Karyawan Swasta,Sarjana,1
0.213661345,39,pria,menikah,4,Karyawan Swasta,Lainnya,1
0.189693383,34,wanita,menikah,7,Wirausaha,<= SMA,0
0.253181656,35,wanita,menikah,13,Karyawan Swasta,<= SMA,1
0.234493437,31,pria,menikah,14,Karyawan Swasta,<= SMA,0
0.223963317,37,wanita,single,9,Lainnya,Sarjana,1
0.210609689,37,wanita,menikah,12,Karyawan Swasta,<= SMA,1
0.22336969,29,pria,menikah,11,PNS,Pascasarjana,1
0.187089006,36,wanita,menikah,11,PNS,Sarjana,1
0.228796069,41,pria,menikah,16,Wirausaha,Lainnya,1
0.215014458,30,pria,single,13,PNS,Sarjana,1
0.242938669,40,wanita,menikah,16,Karyawan Swasta,Lainnya,1
0.215359956,30,pria,single,12,Wirausaha,<= SMA,1
0.261004276,36,pria,menikah,5,Wirausaha,Sarjana,1
0.198459128,31,pria,menikah,11,Wirausaha,Sarjana,1
0.230362411,35,pria,menikah,6,Wirausaha,Sarjana,1
0.234854646,37,wanita,menikah,14,Karyawan Swasta,<= SMA,1
0.223093731,25,wanita,menikah,15,PNS,Pascasarjana,1
0.224115616,31,wanita,single,11,PNS,Lainnya,1
0.273979458,36,pria,menikah,10,Karyawan Swasta,<= SMA,1
0.218508576,44,pria,menikah,16,Karyawan Swasta,Pascasarjana,1
0.256425436,34,wanita,menikah,7,Lainnya,<= SMA,0
0.23113522,33,wanita,single,7,Lainnya,Pascasarjana,1
0.211459249,44,wanita,menikah,6,PNS,<= SMA,1
0.16397496,32,wanita,lainnya,12,Wirausaha,Lainnya,1
0.205832499,29,wanita,lainnya,10,PNS,Sarjana,1
0.198757125,30,wanita,lainnya,8,Wirausaha,Sarjana,1
0.227485627,37,pria,menikah,11,PNS,<= SMA,1
0.223068849,29,wanita,single,5,Lainnya,Sarjana,1
0.243819571,42,pria,single,7,Karyawan Swasta,Sarjana,1
0.211332772,48,pria,single,10,Lainnya,Sarjana,1
0.199033147,37,pria,single,8,Wirausaha,Sarjana,1
0.258676036,50,wanita,menikah,12,Karyawan Swasta,<= SMA,0
0.225587579,32,pria,single,8,Karyawan Swasta,Sarjana,1
0.187429944,50,pria,menikah,11,Wirausaha,<= SMA,1
0.276317667,22,pria,menikah,10,Karyawan Swasta,Sarjana,1
0.264976836,39,pria,menikah,6,Wirausaha,Sarjana,1
0.248758193,32,pria,single,11,PNS,<= SMA,1
0.21254128,45,wanita,single,8,Lainnya,Sarjana,1
0.230036951,27,pria,menikah,12,PNS,Lainnya,1
0.191157973,38,wanita,lainnya,9,PNS,<= SMA,1
0.208048255,33,pria,menikah,12,Lainnya,<= SMA,0
0.249430566,32,pria,menikah,5,PNS,Pascasarjana,0
0.228804288,33,pria,menikah,8,Wirausaha,Sarjana,0
0.269335504,29,wanita,single,10,Wirausaha,<= SMA,1
0.262134514,31,pria,menikah,7,Lainnya,Sarjana,0
0.207555885,34,pria,menikah,11,Karyawan Swasta,Lainnya,1
0.274469715,60,wanita,menikah,6,Karyawan Swasta,Lainnya,0
0.265132078,26,pria,menikah,11,PNS,<= SMA,0
0.251256435,33,wanita,menikah,5,Wirausaha,Sarjana,0
0.244403028,38,pria,menikah,7,Karyawan Swasta,Sarjana,1
0.163345707,29,pria,menikah,9,Wirausaha,<= SMA,0
0.238516841,51,pria,single,7,Wirausaha,<= SMA,1
0.196395123,34,wanita,single,11,Karyawan Swasta,Sarjana,1
0.211114925,48,pria,single,11,Karyawan Swasta,Sarjana,1
0.246480888,30,pria,menikah,4,Wirausaha,Sarjana,0
0.241797312,47,wanita,single,10,Lainnya,Sarjana,1
0.2451729,40,wanita,single,11,Karyawan Swasta,Sarjana,1
0.204441604,35,wanita,menikah,4,Lainnya,Sarjana,1
0.213946089,31,pria,menikah,17,Karyawan Swasta,<= SMA,0
0.232269556,43,pria,menikah,13,Lainnya,Pascasarjana,1
0.276698886,41,pria,single,13,Karyawan Swasta,Lainnya,1
0.262723355,34,wanita,menikah,7,Wirausaha,<= SMA,0
0.252557014,32,wanita,lainnya,14,Karyawan Swasta,Sarjana,1
0.234574453,32,pria,single,6,Lainnya,Pascasarjana,1
0.288664736,27,wanita,single,8,Karyawan Swasta,Lainnya,1
0.224132989,32,wanita,menikah,9,Wirausaha,Sarjana,1
0.168489222,40,wanita,menikah,8,PNS,Pascasarjana,1
0.206617956,33,pria,lainnya,6,Karyawan Swasta,<= SMA,0
0.238244408,27,pria,menikah,9,Wirausaha,Sarjana,1
0.259672845,30,pria,menikah,11,Wirausaha,<= SMA,0
0.220645331,28,wanita,single,12,Lainnya,<= SMA,1
0.163721515,38,pria,single,13,Wirausaha,Sarjana,1
0.202778161,33,wanita,menikah,4,Wirausaha,Sarjana,0
0.22440741,33,wanita,menikah,5,Wirausaha,Sarjana,0
0.207001204,33,pria,menikah,11,PNS,Pascasarjana,0
0.180685536,37,pria,single,7,Wirausaha,Lainnya,1
0.190170446,29,wanita,lainnya,9,Wirausaha,Lainnya,1
0.246404508,38,pria,single,4,Wirausaha,<= SMA,1
0.212350497,26,pria,menikah,9,PNS,Pascasarjana,0
0.198263667,32,wanita,menikah,5,PNS,Lainnya,1
0.230738554,40,pria,single,7,Lainnya,Lainnya,1
0.23292475,42,pria,menikah,6,Karyawan Swasta,<= SMA,1
0.244581709,52,pria,single,9,Lainnya,Lainnya,1
0.217587492,31,wanita,menikah,12,PNS,<= SMA,1
0.230478957,43,pria,lainnya,11,Wirausaha,Sarjana,1
0.199556438,30,pria,lainnya,14,Karyawan Swasta,<= SMA,0
0.3,41,pria,menikah,7,Karyawan Swasta,Sarjana,1
0.221274701,37,wanita,menikah,9,Karyawan Swasta,Sarjana,1
0.258735238,35,pria,single,14,Lainnya,<= SMA,1
0.22696417,27,pria,single,8,Karyawan Swasta,Sarjana,1
0.218705996,28,wanita,lainnya,6,Lainnya,<= SMA,0
0.227646955,29,pria,single,14,Karyawan Swasta,<= SMA,1
0.250159418,38,wanita,menikah,10,Lainnya,Sarjana,1
0.251150283,26,pria,single,13,PNS,Sarjana,1
0.234191115,31,wanita,single,12,PNS,Sarjana,1
0.239247093,37,wanita,single,10,Wirausaha,Lainnya,1
0.238636053,43,pria,single,4,PNS,Pascasarjana,1
0.200731552,34,pria,single,1,Lainnya,Sarjana,1
0.21376197,34,pria,single,7,Lainnya,Sarjana,1
0.192342105,34,pria,menikah,6,Lainnya,Lainnya,1
0.253335948,43,pria,menikah,10,Wirausaha,<= SMA,1
0.250967159,34,wanita,menikah,15,Lainnya,<= SMA,0
0.268850086,38,pria,menikah,11,PNS,Pascasarjana,1
0.257179999,42,pria,lainnya,8,Lainnya,Lainnya,1
0.233437147,43,pria,menikah,9,Lainnya,Pascasarjana,1
0.248933353,27,wanita,menikah,5,PNS,Lainnya,0
0.232443717,37,pria,single,10,Wirausaha,Pascasarjana,1
0.295142582,43,pria,menikah,5,Wirausaha,<= SMA,1
0.220056987,32,pria,menikah,6,PNS,Pascasarjana,0
0.257050076,51,pria,menikah,7,Karyawan Swasta,Sarjana,0
0.206331543,39,pria,menikah,20,Wirausaha,<= SMA,1
0.239499643,25,wanita,single,16,Karyawan Swasta,Sarjana,1
0.199160747,37,pria,menikah,5,Lainnya,Pascasarjana,1
0.201907502,31,pria,menikah,9,Karyawan Swasta,Sarjana,0
0.199032276,39,pria,single,8,PNS,Pascasarjana,1
0.258964129,29,pria,menikah,9,Karyawan Swasta,<= SMA,0
0.260329561,28,pria,menikah,13,Wirausaha,Sarjana,1
0.239289212,39,pria,menikah,11,Karyawan Swasta,Sarjana,1
0.213823808,34,pria,single,7,Wirausaha,Sarjana,1
0.207574383,33,wanita,single,14,Wirausaha,<= SMA,1
0.220806292,35,wanita,menikah,8,Wirausaha,Sarjana,1
0.248495252,26,wanita,menikah,14,PNS,<= SMA,0
0.21523816,29,wanita,menikah,17,Lainnya,<= SMA,0
0.26052213,37,wanita,menikah,8,Karyawan Swasta,<= SMA,0
0.203319067,33,wanita,menikah,12,Lainnya,Sarjana,1
0.230936146,32,pria,menikah,15,Karyawan Swasta,Sarjana,1
0.207368849,35,wanita,menikah,15,PNS,<= SMA,1
0.244792674,32,wanita,menikah,9,Wirausaha,Sarjana,0
0.243152296,27,pria,menikah,11,Karyawan Swasta,Sarjana,1
0.235028132,38,wanita,menikah,10,Karyawan Swasta,Sarjana,1
0.252066766,34,wanita,single,2,Wirausaha,<= SMA,0
0.247761421,36,pria,menikah,9,Karyawan Swasta,<= SMA,0
0.214807559,48,pria,menikah,9,Karyawan Swasta,Lainnya,1
0.219883262,23,wanita,menikah,3,Wirausaha,Sarjana,0
0.222183072,31,wanita,menikah,11,PNS,Sarjana,1
0.248107899,37,wanita,menikah,8,PNS,<= SMA,0
0.230687079,27,pria,menikah,14,Lainnya,<= SMA,0
0.292842965,25,pria,single,9,Wirausaha,<= SMA,0
0.18759405,37,wanita,single,20,Wirausaha,<= SMA,1
0.230470185,39,pria,menikah,16,PNS,Pascasarjana,1
0.195386848,37,pria,menikah,2,Lainnya,Pascasarjana,1
0.225529834,27,pria,menikah,9,Wirausaha,<= SMA,0
0.202341999,38,wanita,menikah,7,Wirausaha,Sarjana,1
0.210710512,30,wanita,single,9,PNS,Sarjana,1
0.186922702,33,wanita,menikah,4,PNS,Sarjana,0
0.252944752,32,wanita,menikah,3,Wirausaha,Sarjana,0
0.291484994,39,pria,lainnya,19,Wirausaha,Sarjana,1
0.26667081,44,pria,single,12,PNS,Pascasarjana,1
0.235394985,34,pria,menikah,5,Karyawan Swasta,<= SMA,0
0.227756481,43,pria,menikah,18,Karyawan Swasta,Lainnya,1
0.21575667,34,pria,single,10,Lainnya,Sarjana,1
0.211084546,25,wanita,menikah,8,Karyawan Swasta,Sarjana,0
0.240365443,29,pria,single,15,Wirausaha,<= SMA,1
0.214020482,31,pria,lainnya,11,Karyawan Swasta,Pascasarjana,1
0.190658246,34,pria,menikah,6,Karyawan Swasta,<= SMA,0
0.248517216,34,pria,lainnya,2,Lainnya,Sarjana,0
0.237717509,45,pria,single,13,Karyawan Swasta,Sarjana,1
0.226312115,45,pria,menikah,9,Karyawan Swasta,Sarjana,1
0.217209002,31,pria,menikah,15,Wirausaha,Lainnya,1
0.249395602,47,pria,single,16,Karyawan Swasta,Pascasarjana,1
0.241144221,34,wanita,menikah,8,Karyawan Swasta,<= SMA,0
